"id","name","is_locked","created_date","updated_date","acronym","slug","slug_index","description","hub_image","category_id","discussion_count","paper_count","subscriber_count","is_removed"
403,"internet of things",FALSE,"2021-08-01 19:59:40.098302+00","2021-12-23 22:04:15.92799+00","","internet-of-things",,"Network of physical objects embedded with sensors, software, or other methods for exchanging data over the Internet","uploads/hub_images/2021/12/23/IOT.jpg",4,41,111,46,FALSE
408,"cognitive science",FALSE,"2021-12-21 13:13:42.032222+00","2021-12-21 13:13:42.032245+00","","cognitive-science",,"The interdisciplinary study of the mind including psychology, neuroscience, computer science/artificial intelligence, linguistics, anthropology, etc.","uploads/hub_images/2021/12/21/CogSci.png",9,104,118,99,FALSE
197,"developmental biology",FALSE,"2020-05-06 23:28:42.264652+00","2021-09-07 17:51:36.703076+00","","developmental-biology",,"Field of biology which investigates the processes by which living things develop.","uploads/hub_images/2020/10/07/developmental-biology.jpg",2,24,3295,76,FALSE
204,"pathology",FALSE,"2020-05-06 23:28:42.301181+00","2021-09-07 17:51:35.295446+00","","pathology",,"Diagnosis and study of diseases or injury.","uploads/hub_images/2020/10/07/pathology.jpg",2,25,1671,84,FALSE
222,"law",FALSE,"2020-07-28 16:22:31.275048+00","2021-09-07 17:51:36.590907+00","","legal",,"A system of rules created and enforced through social or governmental institutions to regulate behavior.","uploads/hub_images/2020/10/07/legal-2.jpg",9,128,1532,78,FALSE
40,"philosophy",FALSE,"2020-04-02 01:27:33.940935+00","2021-09-07 17:51:26.35346+00","","philosophy",,"The study of the fundamental nature of knowledge, reality, and existence.","uploads/hub_images/2020/10/07/philosophy.jpg",10,18,1189,337,FALSE
96,"optics",FALSE,"2020-04-24 23:50:57.682498+00","2021-09-07 17:51:29.34006+00","","optics",,"Branch of physics dealing with the behavior and properties of light.","uploads/hub_images/2020/10/07/optics.jpg",5,21,15897,45,FALSE
417,"telecommunications",FALSE,"2021-12-23 20:54:55.110815+00","2021-12-26 18:01:25.716357+00","","electrical-engineering",,"The transmission of information by various types of technologies over wire, radio, optical, or other electromagnetic systems","uploads/hub_images/2021/12/23/electrical_engineering.jpeg",8,164,99,34,FALSE
210,"systems biology",FALSE,"2020-05-06 23:28:42.332308+00","2021-09-07 17:51:28.624708+00","","systems-biology",,"Computational and mathematical analysis and modeling of biological systems.","uploads/hub_images/2020/10/07/systems-biology.jpg",2,11,3399,67,FALSE
1,"machine learning",FALSE,"2019-11-01 18:51:12.12785+00","2021-09-07 17:51:49.969308+00","ML","machine-learning",,"The study of computer algorithms that improve automatically through experience.","uploads/hub_images/2020/10/07/machine-learning.jpg",4,261,17333,1050,FALSE
41,"artificial intelligence",FALSE,"2020-04-02 05:55:08.92455+00","2021-09-07 17:51:36.549638+00","AI","artificial-intelligence",,"Construction of artificial systems that behave intelligently.","uploads/hub_images/2020/10/07/artificial-intelligence.jpg",4,257,10581,1197,FALSE
259,"business",FALSE,"2020-10-08 09:00:51.471341+00","2021-09-07 17:51:35.238014+00","","business",,"The study of Business","uploads/hub_images/2021/02/10/adeolu-eletu-E7RLgUjjazc-unsplash-min_uorIKJ7.jpg",1,138,13055,464,FALSE
17,"genetics",FALSE,"2020-01-10 18:19:53.047967+00","2021-09-07 17:51:28.441733+00","","genetics",,"The study of genes and their inheritance.","uploads/hub_images/2020/10/07/genetics.jpg",2,93,15480,567,FALSE
2,"neuroscience",FALSE,"2019-11-01 18:51:12.12785+00","2021-09-07 17:51:49.314734+00","","neuroscience",,"The study of the structure, development and function of the nervous system.","uploads/hub_images/2020/10/07/neuroscience.jpg",2,567,22829,2252,FALSE
22,"ecology",FALSE,"2020-01-26 20:48:32.102948+00","2021-09-07 17:51:40.727503+00","","ecology",,"The study of interactions and relationships between living organisms.","uploads/hub_images/2020/10/07/ecology.jpg",2,30,9227,789,FALSE
199,"evolutionary biology",FALSE,"2020-05-06 23:28:42.275069+00","2021-09-07 17:51:39.551125+00","","evolutionary-biology",,"The study of evolutionary processes.","uploads/hub_images/2020/10/07/evolutionary-biology-2.jpg",2,10,9143,74,FALSE
18,"computer science",FALSE,"2020-01-14 05:18:56.153793+00","2021-09-07 17:51:44.764302+00","","computer-science",,"The study of computation and information.","uploads/hub_images/2020/10/07/computer-science.jpg",4,122,50900,1411,FALSE
411,"clinical psychology",FALSE,"2021-12-22 17:20:17.760771+00","2021-12-31 02:49:52.582296+00","","clinical-psychology",,"The branch of psychology that involves the assessment, diagnosis and treatment of mental disorders","uploads/hub_images/2021/12/22/clinical_psychology.jpeg",9,140,63,19,FALSE
200,"immunology",FALSE,"2020-05-06 23:28:42.281875+00","2021-09-07 17:51:34.90667+00","","immunology",,"The branch of medicine dealing with the immune system of living organisms.","uploads/hub_images/2020/10/07/immunology.jpg",3,269,8167,255,FALSE
229,"botany",FALSE,"2020-08-03 02:34:02.901428+00","2021-09-07 17:51:24.387522+00","","botany",,"The study of plants, including their physiology, structure, genetics, ecology, distribution, classification, and economic importance.","uploads/hub_images/2020/10/07/botany.jpg",2,17,11303,116,FALSE
171,"finance",FALSE,"2020-04-24 23:52:38.172943+00","2021-09-07 17:51:32.389078+00","","general-finance",,"The management, creation, and study of money and investments.","uploads/hub_images/2020/10/07/general-finance.jpg",9,130,2988,235,FALSE
430,"cardiology",FALSE,"2022-04-04 22:42:27.421053+00","2022-04-04 22:42:27.421079+00","","cardiology",,"The branch of medicine that deals with the diagnosis and treatment of diseases and disorders of the heart","uploads/hub_images/2022/04/04/towfiqu-barbhuiya-QsBfOwMoPNY-unsplash.jpg",3,11,8,2,FALSE
393,"multidisciplinary science",FALSE,"2021-02-17 05:21:39.81372+00","2021-09-07 17:51:31.438405+00","MDS","multidisciplinary-science",,"Multidisciplinary science","",1,28,4665,337,FALSE
