ITEM_ID,ITEM_TYPE,HUB_L1,HUB_L2,HUB_IDS,AUTHOR_IDS,CREATION_TIMESTAMP,TEXT,TITLE,UPVOTE_SCORE,BLUESKY_COUNT_TOTAL,TWEET_COUNT_TOTAL,CITATION_COUNT_TOTAL,HAS_ACTIVE_BOUNTY,BOUNTY_HAS_SOLUTIONS,RFP_IS_OPEN,RFP_HAS_APPLICANTS,PROPOSAL_IS_OPEN,PROPOSAL_HAS_FUNDERS
2235,PAPER,6807,6794,10925|7219|6987|10926|8762|10927|10928|6781|9856|10929|6785|8761|7117|10930|10931|8891|8242|6807|10932|7473|6794|6806,22455|22456|22457|22458|22459|22460|22461|22462|22463,1712534400,"PPARG in osteocytes controls cell bioenergetics and systemic energy metabolism independently of sclerostin levels in circulation Abstract Objective The skeleton is one of the largest organs in the body, wherein metabolism is integrated with systemic energy metabolism. However, the bioenergetic programming of osteocytes, the most abundant bone cells coordinating bone metabolism, is not well defined. Here, using a mouse model with partial penetration of an osteocyte-specific PPARG deletion, we demonstrate that PPARG controls osteocyte bioenergetics and their contribution to systemic energy metabolism independently of circulating sclerostin levels. Methods In vivo and in vitro models of osteocyte-specific PPARG deletion, i.e. Dmp 1 Cre Pparγ flfl male and female mice (γOT KO ) and MLO-Y4 osteocyte-like cells with either siRNA-silenced or CRISPR/Cas9-edited Pparγ . As applicable, the models were analyzed for levels of energy metabolism, glucose metabolism, and metabolic profile of extramedullary adipose tissue, as well as the osteocyte transcriptome, mitochondrial function, bioenergetics, insulin signaling, and oxidative stress. Results Circulating sclerostin levels of γOT KO male and female mice were not different from control mice. Male γOT KO mice exhibited a high energy phenotype characterized by increased respiration, heat production, locomotion and food intake. This high energy phenotype in males did not correlate with “beiging” of peripheral adipose depots. However, both sexes showed a trend for reduced fat mass and apparent insulin resistance without changes in glucose tolerance, which correlated with decreased osteocytic responsiveness to insulin measured by AKT activation. The transcriptome of osteocytes isolated from γOT KO males suggested profound changes in cellular metabolism, fuel transport and usage, mitochondria dysfunction, insulin signaling and increased oxidative stress. In MLO-Y4 osteocytes, PPARG deficiency correlated with highly active mitochondria, increased ATP production, shifts in fuel utilization, and accumulation of reactive oxygen species (ROS). Conclusions PPARG in male osteocytes acts as a molecular break on mitochondrial function, and protection against oxidative stress and ROS accumulation. It also regulates osteocyte insulin signaling and fuel usage to produce energy. These data provide insight into the connection between osteocyte bioenergetics and their sex-specific contribution to the balance of systemic energy metabolism. These findings support the concept that the skeleton controls systemic energy expenditure via osteocyte metabolism. Highlights Osteocytes function as a body energostat via their bioenergetics PPARG protein acts as a “molecular break” of osteocyte mitochondrial activity PPARG deficiency activates TCA cycle, oxidative stress and ROS accumulation PPARG controls osteocyte insulin signaling and fuel utilization biology,chemistry,biochemistry,in vitro,medicine,internal medicine,cell biology,endocrinology,receptor,signal transduction,mitochondrion,bioenergetics,wnt signaling pathway,adipose tissue,osteocyte,sclerostin,peroxisome proliferator-activated receptor gamma,phosphocreatine,bone remodeling,osteoblast,energy metabolism,peroxisome proliferator-activated receptor",PPARG in osteocytes controls cell bioenergetics and systemic energy metabolism independently of sclerostin levels in circulation,1,,,1,False,False,False,False,False,False
2981,PAPER,6781,6810,11518|7612|6785|11519|10056|8236|7473|7117|6807|8242|6794|6781|6987|7810|6788|6810,28845|28846|28847|28848|28849|28850|28851|28852|28853,1680739200,"Decoding the Cure-all Effects of Ginseng Abstract Ginseng has been known as a “cure-all” traditional medicine to treat various illnesses and as an adaptogen to relieve stress. However, the known active compounds of ginseng are small-molecule metabolites. Here we report ginsentides, which are disulfide-dense, super-stable and cell-penetrating peptides with 31–33 amino acids, as active compounds and adaptogens that restore homeostasis in response to stress. Using mass spectrometry-based target identification and functional studies, we show that ginsentides promote vasorelaxation by producing nitric oxide through endothelial cells via the PI3K/Akt signaling pathway. Ginsentides were also found to alleviate α1-adrenergic receptor overactivity by reversing phenylephrine-induced constriction of the aorta, decrease monocyte adhesion to endothelial cells via CD166/ESAM/CD40, inhibit P2Y12 receptors, reduce platelet aggregation, and thrombus formation in the lung. Orally administered ginsentides were effective in anti-stress behavior using animal models of tail suspension and forced swimming tests. Together, these results suggest that ginsentides interact with multiple systems to restore homeostasis by reversing stress-induced physiological changes and provide new insights into the panacea medicinal effects of ginseng. biology,chemistry,organic chemistry,biochemistry,medicine,pathology,internal medicine,cell biology,receptor,pharmacology,alternative medicine,pi3k/akt/mtor pathway,signal transduction,thrombus,ginseng,nitric oxide",Decoding the Cure-all Effects of Ginseng,0,,,5,True,False,False,False,False,False
3528,PAPER,,,,,1715212800,Cubic millimetre of brain mapped in spectacular detail,Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3529,PAPER,,,,,1715212800,Cubic millimetre of brain mapped in spectacular detail,Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3530,PAPER,,,,,1715212800,Cubic millimetre of brain mapped in spectacular detail,Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3531,PAPER,,,,,1715212800,Cubic millimetre of brain mapped in spectacular detail,Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3532,PAPER,,,,,1715212800,Cubic millimetre of brain mapped in spectacular detail,Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3533,PAPER,,,,,1715212800,Cubic millimetre of brain mapped in spectacular detail,Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3534,PAPER,,,,,1715212800,Cubic millimetre of brain mapped in spectacular detail,Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3535,PAPER,,,,,1715212800,Cubic millimetre of brain mapped in spectacular detail,Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3536,PAPER,6809,6952,12083|12084|7520|6837|6809|6952|6836,33267,1715212800,"Cubic millimetre of brain mapped in spectacular detail  physics,genetics,astronomy,optics,astrophysics,millimeter,millimetre wave",Cubic millimetre of brain mapped in spectacular detail,1,,,0,False,False,False,False,False,False
3906,PAPER,6783,6778,6773|6774|6775|6776|6777|6778|6779|6780|6781|6782|6783,1082|1083|1084|1085|1086|1087|1088|1089|1090|1091|1092|1093,1714608000,"Insights into the representativeness of biodiversity assessment in large reservoir through eDNA metabarcoding Monitoring biodiversity on a large scale, such as in hydropower reservoirs, poses scientific challenges. Conventional methods such as passive fishing gear are prone to various biases, while the utilization of environmental DNA (eDNA) metabarcoding has been restricted. Most eDNA studies have primarily focused on replicating results from traditional methods, which themselves have limitations regarding representativeness and bias. In our study, we employed eDNA metabarcoding with three markers (12SrRNA, COI, and 16SrRNA) to evaluate the biodiversity of an 800 km2 reservoir. We utilized hydrodynamic modeling to determine water flow velocity and the water renewal ratio throughout the study area. Additionally, we conducted statistical comparisons – rarefaction curves and multivariate methods – among samples as an alternative approach to assess biodiversity representation. The eDNA identified taxa previously documented in the reservoir by traditional monitoring methods, as well as revealed 29 – nine fishes and 20 non-fish – previously unreported species. These results highlight the robustness of eDNA as a biodiversity monitoring technique. Our findings also indicated that by randomly sampling 30% of the original number of samples, we could effectively capture the same biodiversity. This approach enabled us to comprehend the reservoir's biodiversity profile and propose a straightforward, cost-effective monitoring protocol for the future based on eDNA. representativeness heuristic,biodiversity,environmental dna,environmental science,environmental resource management,ecology,geography,environmental planning,biology,mathematics,statistics",Insights into the representativeness of biodiversity assessment in large reservoir through eDNA metabarcoding,1,,,0,False,True,False,False,False,False
4594,DISCUSSION,,6835,6835,4,1718297591,Untitled sdfdsfsfdsfdsfds molecular biology,Untitled,1,,,,False,False,False,False,False,False
4596,DISCUSSION,6781,,6781,4,1718675991,sopmetihnsinfdlfjalkdsjf lkasdjflkja l;kjfl;kjasf undefined biology,sopmetihnsinfdlfjalkdsjf lkasdjflkja l;kjfl;kjasf,1,,,,False,False,False,False,False,False
4598,DISCUSSION,,,8194,4,1718676096,Untitled undefined biological data,Untitled,1,,,,False,False,False,False,False,False
4600,DISCUSSION,,,7159,4,1718676246,Untitled undefined bioassay,Untitled,1,,,,False,False,False,False,False,False
4602,PREREGISTRATION,,,7159,4,1718678049,asdfafadsfadsfadsfasf asdf asdf dsafadf asdf adsf dsafa fa faf ads fdasasd fadsf asdf asdf dsafadf asdf adsf dsafa fa faf ads fdasasd fadsf  bioassay,asdfafadsfadsfadsfasf,1,,,,False,False,False,False,True,True
4604,PREREGISTRATION,,,11892|6795,4,1718678162,"meow meow meow meow meow meow meow meow meowmeow meow meowmeow meow meowmeow meow meowmeow meow meowmeow meow meowmeow meow meowmeow meow meowmeow meow meowmeow meow meow computational biology,bioavailability",meow meow meow meow meow meow,1,,,,False,False,False,False,True,True
4606,DISCUSSION,,,7159,4,1718678260,something something something  sdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsfsdfdsf  bioassay,something something something,1,,,,False,False,False,False,False,False
4608,DISCUSSION,,,7159,4,1718678493,something ethings fjdslj lskjflksdjfljsd something something somethingsomething something somethingsomething something somethingsomething something somethingsomething something somethingsomething something somethingsomething something somethingsomething something somethingsomething something something   sdfadsfaasdfdasfsafdsaasdfasfasdfaasdfadsfsaasdfdasf       asdfasdf asdfasf bioassay,something ethings fjdslj lskjflksdjfljsd,1,,,,False,False,False,False,False,False
4609,QUESTION,,,11892,,1718683881,asdfdasfsdfdsasdfsdfdsfsdf sfdsfdsfsasdf asdf dasf dasf adsf dasf asdfadsasdf af asdfas bioavailability,asdfdasfsdfdsasdfsdfdsfsdf,1,,,,False,False,False,False,False,False
4610,QUESTION,,12943,12943,,1718684309,asdf adf a fadfaasd asdf asdf adfads afds sdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa fsdf asf adsfasf adfdsa fdsa f bioengineering,asdf adf a fadfaasd asdf asdf adfads afds,1,,,,False,False,False,False,False,False
4827,PAPER,6785,8879,7516|12915|8879|13731|10800|13732|13733|13734|8051|6809|6898|6807|9745|10727|6785|13735|6824|6989,,1724025600,"Center of mass states render multi-joint torques throughout standing balance recovery Successful reactive balance control requires coordinated modulation of hip, knee, and ankle torques. Stabilizing joint torques arise from feedforward neural signals that modulate the musculoskeletal system's intrinsic mechanical properties, namely muscle short-range stiffness, and neural feedback pathways that activate muscles in response to sensory input. Although feedforward and feedback pathways are known to modulate the torque at each joint, the role of each pathway to the balance-correcting response across joints is poorly understood. Since the feedforward and feedback torque responses act at different delays following perturbations to balance, we modified the sensorimotor response model (SRM), previously used to analyze the muscle activation response to perturbations, to consist of parallel feedback loops with different delays. Each loop within the model is driven by the same information, center of mass (CoM) kinematics, but each loop has an independent delay. We evaluated if a parallel loop SRM could decompose the reactive torques into the feedforward and feedback contributions during balance-correcting responses to backward support surface translations at four magnitudes. The SRM accurately reconstructed reactive joint torques at the hip, knee, and ankle, across all perturbation magnitudes (R2&gt;0.84 &amp; VAF&gt;0.83). Moreover, the hip and knee exhibited feedforward and feedback components, while the ankle only exhibited feedback components. The lack of a feedforward component at the ankle may occur because the compliance of the Achilles tendon attenuates muscle short-range stiffness. Our model may provide a framework for evaluating changes in the feedforward and feedback contributions to balance that occur due to aging, injury, or disease. chemistry,medicine,physics,thermodynamics,engineering,crystallography,biomedical engineering,physical medicine and rehabilitation,physiology,mechanics,structural engineering,balance (ability),physical therapy, sports therapy and rehabilitation,joint (building),center (category theory),torque,center of mass (relativistic),energy–momentum relation",Center of mass states render multi-joint torques throughout standing balance recovery,1,,,0,False,False,False,False,False,False
4828,PAPER,6807,14944,12877|12940|12857|6807|13736|7441|6932|7118|7358|7444|13737|6987|14944,36166|36167|8078,1722384000,"Toscana Virus Infection Clinical Characterization Abstract Background Toscana virus (TOSV) is a sandfly-borne phlebovirus causing central nervous system (CNS) infection in Mediterranean countries, during summer season. However, clinical aspects of the disease caused by this virus are poorly known by clinicians, so that its prevalence is probably underestimated due to a lack of diagnosis. Study design We gathered data from all available case series and retrospective studies identifying TOSV as the causative viral agent. The informations of age, sex, clinical characteristics, laboratory findings, imaging results and clinical outcomes of TOSV infection were recorded and analyzed. Results In our review a total of 95 articles including TOSV infections resulting in a total of 1,381 cases were analyzed. Our findings indicate, TOSV affects individuals across various age groups, with a median age of 44.45 years. A notable disparity in infection rates between genders, with men being significantly more likely to present symptoms due to TOSV than women, with a sex ratio of 2.0 (p&lt;0.001). The clinical presentation of TOSV infection encompasses a range of symptoms, including fever, headache, retro-orbital pain, neurological and muscular manifestations with less common reports of cutaneous and gastrointestinal symptoms. To date, six fatalities have been attributed to TOSV infections, with a median age of 76 years. Diagnostic evaluation of TOSV infections often involves the analysis of cerebrospinal fluid, where findings may include an elevated white blood cell count. Conclusions These findings underscore the diverse clinical manifestations of TOSV infections and highlight the importance of considering this pathogen in the differential diagnosis of patients presenting with acute febrile illness, especially in endemic regions. TOSV represents an emerging infectious threat that warrants inclusion in the diagnostic protocols for patients presenting with CNS, particularly within the Mediterranean basin or for those with recent travel history to endemic regions during warmer months when sandflies are actively circulating. medicine,disease,internal medicine,immunology,pediatrics,virology,virus,public health, environmental and occupational health,infectious diseases,parasitology,phlebovirus,bunyaviridae,Epidemiology",Toscana Virus Infection Clinical Characterization,1,,,0,False,False,False,False,False,False
4844,PAPER,,6955,7034|6955,4|36172,1730937600,"Some title goes here some abstract goes here evolutionary biology,computer vision",Some title goes here,0,,,0,False,False,False,False,False,False
4868,PAPER,6782,10599,12828|6788|8833|6785|7045|6854|7049|6794|7057|9111|10455|6809|12575|6823|10599|6825|13741|6961|7220|12283|6782,36228|36229|36230|36231|36232|36233|36234|36235|36236|36237|36238|36239|36240|36241,1728172800,"3D printed mesoporous superconductors with periodic order on three
  length scales and enhanced properties via block copolymer directed
  self-assembly Solution-based soft matter self-assembly (SA) promises unique materials properties from approaches including additive manufacturing/three-dimensional (3D) printing. We report direct ink writing derived, hierarchically porous transition metal nitride superconductors (SCs) and precursor oxides, structure-directed by Pluronics-family block copolymer (BCP) SA and heat treated in various environments. SCs with periodic lattices on three length scales show record nanoconfinement-induced upper critical field enhancements correlated with BCP molar mass, attaining values of 50 T for NbN and 8.1 T for non-optimized TiN samples, the first mapping of a tailorable SC property onto a macromolecular parameter. They reach surface areas above 120 m$^2$/g, the highest reported for compound SCs to date. Embedded printing enables the first BCP directed mesoporous non-self-supporting helical SCs. Results suggest that additive manufacturing may open pathways to mesoporous SCs with not only a variety of macroscopic form factors but enhanced properties from intrinsic, SA-derived mesostructures with substantial academic and technological promise. mathematics,chemistry,organic chemistry,biochemistry,physics,condensed matter physics,geometry,economics,finance,materials science,nanotechnology,composite material,order (exchange),catalysis,polymer,self-assembly,superconductivity,mesoporous material,block (permutation group theory),materials chemistry,Copolymer","3D printed mesoporous superconductors with periodic order on three
  length scales and enhanced properties via block copolymer directed
  self-assembly",1,,,0,False,False,False,False,False,False
4873,PAPER,6781,6840,12856|6849|8706|7431|7623|6793|7273|6795|7020|6955|6834|6836|6807|6840|9339|6781,36265|36266|36267|36268|36269|36270,1736208000,"protPheMut: An Interpretable Machine Learning Tool for Classification of Cancer and Neurodevelopmental Disorders in Human Missense Variants Motivation: Recent advances in human genomics have revealed that missense mutations in a single protein can lead to distinctly different phenotypes. In particular, some mutations in oncoproteins like Ras, MEK, PI3K, PTEN, and SHP2 are linked various cancers and Neurodevelopmental Disorders (NDDs). While numerous tools exist for pre-dicting the pathogenicity of missense mutations, linking these variants to certain phenotypes remains a major chal-lenge, particularly in the context of personalized medicine. Results: To fill this gap, we developed protPheMut (Protein Phenotypic Mutations Analyzer), leveraging multiple in-terpretable machine learning methods and integrate diverse biophysics and network dynamics-based signatures, for the prediction of mutations of the same protein can promote cancer, or NDDs. We illustrate the utility of protPheMut in phenotypes (cancer/NDDs) prediction by the mutation analysis of two protein cases, that are PI3Kα and PTEN. Compared to seven other predictive tools, protPheMut demonstrated exceptional accuracy in forecasting phenotypic effects, achieving an AUROC of 0.8501 for PI3Kα mutations related to cancer and Cowden syndrome. For multi-phenotypes prediction of PTEN mutations related to cancer, PHTS, and HCPS, protPheMut achieved an AUC of 0.9349 through micro-averaging. Using SHAP model explanations, we gained insights into the mechanisms driving phenotype formation. A user-friendly website deployment is also provided. biology,gene,computational biology,medicine,computer science,genetics,artificial intelligence,machine learning,evolutionary biology,neuroscience,bioinformatics,mutation,missense mutation,biological classification,neurodevelopmental disorder,radiology, nuclear medicine and imaging",protPheMut: An Interpretable Machine Learning Tool for Classification of Cancer and Neurodevelopmental Disorders in Human Missense Variants,1,,,0,False,True,False,False,False,False
4874,PAPER,6834,9577,7015|12990|13760|13761|6834|6931|9577|6953|6862,36271|36272|36273|36274|36275|36276,1725840000,"Deep Learning and Large Language Models for Audio and Text Analysis in
  Predicting Suicidal Acts in Chinese Psychological Support Hotlines Suicide is a pressing global issue, demanding urgent and effective preventive interventions. Among the various strategies in place, psychological support hotlines had proved as a potent intervention method. Approximately two million people in China attempt suicide annually, with many individuals making multiple attempts. Prompt identification and intervention for high-risk individuals are crucial to preventing tragedies. With the rapid advancement of artificial intelligence (AI), especially the development of large-scale language models (LLMs), new technological tools have been introduced to the field of mental health. This study included 1284 subjects, and was designed to validate whether deep learning models and LLMs, using audio and transcribed text from support hotlines, can effectively predict suicide risk. We proposed a simple LLM-based pipeline that first summarizes transcribed text from approximately one hour of speech to extract key features, and then predict suicidial bahaviours in the future. We compared our LLM-based method with the traditional manual scale approach in a clinical setting and with five advanced deep learning models. Surprisingly, the proposed simple LLM pipeline achieved strong performance on a test set of 46 subjects, with an F1 score of 76\% when combined with manual scale rating. This is 7\% higher than the best speech-based deep learning models and represents a 27.82\% point improvement in F1 score compared to using the manual scale apporach alone. Our study explores new applications of LLMs and demonstrates their potential for future use in suicide prevention efforts. computer science,psychology,cognitive psychology,telecommunications,social psychology,multimedia,general social sciences,Hotline,Audio visual","Deep Learning and Large Language Models for Audio and Text Analysis in
  Predicting Suicidal Acts in Chinese Psychological Support Hotlines",1,,,0,False,False,False,False,False,False
4883,PREREGISTRATION,,8172,6986|8172,4,1737398489,"Development of HLBT-100: a highly Potent Flavonoid as an Anticancer Agent against Non-melanoma and melanoma skin Cancers Development of HLBT-100: a highly Potent Flavonoid as an Anticancer Agent against Non-melanoma and melanoma skin Cancers

Authors & Affiliations

Joseph Bryant, DVM[1]; Maulik Dhandha, MD[2]; Henry Lowe, Ph.D[1,3,4] and Ngeh Toyang, Ph.D[1,4]

[1] Educational & Scientific LLC, Baltimore, MD

[2] Sun Protection Inc, Newark, DE

[3] University of Maryland School of Medicine, Baltimore, MD

[4] LTN Pharmaceuticals, Inc. Baltimore, MD

Abstract

There is an alarming increase in skin cancer incidence in the US and worldwide (1). Skin cancers are classified as non-melanoma and melanoma skin cancers (2). Non-melanoma (NMSC) skin cancers are a major health problem in the US, with over two million new cases diagnosed yearly, making it the most common cancer in the US (3). Non-melanoma skin carcinoma can be treated effectively if it is detected early and current treatment options include surgery, laser therapy, cryotherapy, creams, radiotherapy, chemotherapy, and photodynamic therapy (4). Despite the high incidence of these cancers, there are only about 4 common FDA approved drugs for use in the chemotherapeutic treatment of non-melanoma skin cancer. These drugs include 5-Flourouracil (marketed under different brand and generic names), Imiquimod, Sonidegib, and Vismodegib. Known for their strong antioxidant properties, a growing number of reports indicate that some flavonoids do possess potent anticancer effects (5). Flavonoids have been shown to have an effect in numerous cellular pathways, suppressing carcinogenesis, which allows for new strategies to fight skin cancer (6). HLBT-100, a flavonoid isolated in our lab represents one of the new potential strategies to fight skin cancer (7). The primary goal of this project is to develop a topical formulation with HLBT-100 as a treatment for NMSC and the secondary aim is to explore the utility of this agent as an adjuvant therapy for melanoma.

Introduction

Motivation

Despite recent advancements in therapies, such as immunotherapies and Hedgehog inhibitors that have transformed treatment options in oncology, significantly benefiting patients with common skin cancers leading to improved survival rates, a substantial number of patients do not achieve a cure with these treatments (1). Therefore, additional research is imperative to further enhance treatment outcomes. For example, the non-melanoma skin cancer market is estimated to be valued at US$ 5,068.7 million in 2024 with a CAGR of 5.7% from 2024 to 2034 reaching a value of US$ 8,859.6 million by 2034 signifying a continuous rise in the number of cases (8). There has been a significant rise in the number of nonmelanoma skin cancer over the past few decades due to a combination of better skin cancer detection, people getting more sun/UV exposure and people living longer (9)

With increasing forecasts for NMSC, there is an ongoing effort to develop new and more effective and safe therapies for NMSC.  Based on preclinical findings, HLBT-100 (Fig 1) - a potential drug candidate that can be used therapeutically in the prevention or treatment of cancer alone or in combination with other anticancer agents was discovered in our lab (7).  HLBT-100 has demonstrated significant in vitro effect against NMSC and melanoma cell lines at low nanomolar concentrations (Table 1). We also had the compound screened at the National Cancer Institute (NCI) on the NC160 cancer cell lines panel and demonstrated anticancer activity against 23 of the 60 cancer cell lines (7). Following the successful synthesis of HLBT-100 with similar activity to the naturally occurring molecule, we believe that this molecule can be developed into a novel topical treatment for NMSC saving many patients that do not respond to current therapies. 



Figure 1. HLBT-100

 

 

 

Table 1: Anticancer activity of HLBT-100 on skin cancer cell lines: IC50 (µM)







Cell Lines



TE354.T



FaDu



A431



A375



Neuro-2a





HLBT-001



0.152



0.019



3.37



0.003



No effect





STAURUSPOURINE



1.8



0.008



<0.0001



NT



0.0062

TE354.T (Basal Cell Carcinoma); FaDu (Squamous Cell Carcinoma); A431 (Epidermoid cell Carcinoma); A375 (Melanoma); Neuro-2a (Normal cell line)

 

Hypothesis/Aims

We hypothesize that HLBT-100 is a potent anticancer agent against NMSC due to its multifaceted cancer targets including BRAF mutations which implicate the resistance to skin cancer treatment.

We propose the following specific Aims to move this compound forward.

Aim 1. Synthesize HLBT-100 for in vivo studies

Aim 2. In vivo efficacy studies in an appropriate mouse model of NMSC using topical formulation of HLBT-100

Aim 3. Establish preliminary topical safety of HLBT-100 formulation.

 

Impact/Significance

Skin cancer is a global threat to the healthcare system. It is our expectation that we will develop a novel flavonoid compound that is highly effective against NMSC. The results are expected to have an important positive impact because current therapeutics have several limitations.  Our interdisciplinary team is well equipped with the knowledge and experience to successfully develop HLBT-100 as an effective cosmeceutical product for NMSC.

 

Materials/Methods

Study Type

Preclinical proof-of-concept study of HLBT-100 formulation in the treatment of NMSC.

The chemical induced model of NMSC using Dimethylbenz[a]Anthracene and 12-O-Tetradecanoyl Phorbol-13-Acetate (DMBA-TPA) as described by Vähätupa, et al., 2019 with some modification will be used (10).

A summary of the protocol is as follows:

1. C57BL/6 mice. Shave the back skin and weigh the animal. Later, shave the skin whenever needed but not at the time of the chemical exposure.

2. Apply 50 μg of DMBA in 200 μL of acetone topically on the shaved area using a pipette 48 h after shaving the fur.

3. After 7 days, give the first TPA dose. Apply 5 μg of TPA in 200 μL of acetone with a pipette 2x a week, preferably Monday and Thursday or Tuesday and Friday.

4. Count, record, and photograph the papillomas every week. A palpable mass greater than 1 mm in diameter is considered a papilloma if it stays longer than 1 week.

5. Monitor for papilloma formation and start treatment on week 12 or as soon as papillomas form in the induction area.

 

 Groups







Group(n=7)



Description





Group 1



Vehicle





Group 2



3% HLBT-100





Group 3



6% HLBT-100





Group 4



9% HLBT-100





Group 5



5% Fluorouracil

 

Drug and method of application

HLBT-100 (10 grams) and formulated for topical application to NMSC model

Sample collection and analysis

Tissue samples from treated mice will be collected for histology and other relevant analysis to gain more insights into the effect of the HLBT-100 treatment.

Statistical analysis.

A biostatistician will work with us to design the studies and analysis of generated data.

Existing Data

See table 1.

 

BUDGET

Costs

The estimated costs for this project are summarized in Table 2.

Table 2. Project costs







 



Item and Description



Cost ($US)





1



Synthesis of HLBT-100



15,000.00





2



Formulation supplies



1,500.00





3



In vivo proof-of-concept studies



40,000.00





4



Miscellaneous



3,500.00





Total



60,000.00



 

This budget covers the synthesis of HLBT-100, formulation into a basic topical formulation, basic stability of formulation, proof-of-concept studies in an appropriate model of NMSC, analysis of tissue samples collected and data processing and publications.

 

References





Attal, Zoe Gabrielle, Walid Shalata, Arina Soklakova, Lena Tourkey, Sondos Shalata, Omar Abu Saleh, Fahed Abu Salamah, Ibrahim Alatawneh, and Alexander Yakobson. 2024. ""Advanced and Metastatic Non-Melanoma Skin Cancer: Epidemiology, Risk Factors, Clinical Features, and Treatment Options"" Biomedicines 12, no. 7: 1448. https://doi.org/10.3390/biomedicines12071448



Roky, Amdad Hossain, Mohammed Murshedul Islam, Abu Mohammed Fuad Ahasan, Md Saqline Mostaq, Md Zihad Mahmud, Mohammad Nurul Amin, and Md Ashiq Mahmud. ""Overview of skin cancer types and prevalence rates across continents."" Cancer Pathogenesis and Therapy 2 (2024): E01-E36.



Kao, Szu-Yu Zoe, Donatus U. Ekwueme, Dawn M. Holman, Sun Hee Rim, Cheryll C. Thomas, and Mona Saraiya. ""Economic burden of skin cancer treatment in the USA: An analysis of the Medical Expenditure Panel Survey Data, 2012–2018."" Cancer Causes & Control 34, no. 3 (2023): 205-212.



Sol, Stefano, Fabiana Boncimino, Kristina Todorova, Sarah Elizabeth Waszyn, and Anna Mandinova. ""Therapeutic approaches for Non-melanoma skin Cancer: Standard of Care and Emerging modalities."" International Journal of Molecular Sciences 25, no. 13 (2024): 7056.



Parchami, Ghazaee, and Kateryna Marchenko-Tolsta. ""A REVIEW OF THE ANTICANCER NATURAL PRODUCTS: ALKALOIDS, FLAVONOIDS.""



Grail of Science 18-19 (2022): 391-393. Mizgała-Izworska, Elżbieta. ""The use of flavonoids in skin cancer prevention and treatment."" Journal of Pre-Clinical and Clinical Research 16, no. 3 (2022): 108-113.



Lowe, Henry IC, Ngeh J. Toyang, Charah T. Watson, Kenneth N. Ayeah, and Joseph Bryant. ""HLBT-100: a highly potent anti-cancer flavanone from Tillandsia recurvata (L.) L."" Cancer Cell International 17 (2017): 1-12.



Fact MRC Report. https://www.factmr.com/report/non-melanoma-skin-cancer-market#:~:text=The%20non%2Dmelanoma%20skin%20cancer,US%24%208%2C859.6%20million%20by%202034. Last accessed Dec 17, 2024.



American Cancer Society Statisticshttps://www.cancer.org/cancer/types/basal-and-squamous-cell-skin-cancer/about/key-statistics.html#:~:text=The%20number%20of%20these%20cancers,from%20these%20cancers%20are%20not.



Vähätupa, M., Pemmari, T., Junttila, I., Pesu, M., Järvinen, T.A. Chemical-Induced Skin Carcinogenesis Model Using Dimethylbenz[a]Anthracene and 12-O-Tetradecanoyl Phorbol-13-Acetate (DMBA-TPA). J. Vis. E",Development of HLBT-100: a highly Potent Flavonoid as an Anticancer Agent against Non-melanoma and melanoma skin Cancers,1,,,,False,False,False,False,True,True
4885,PAPER,,,7403,4,1738713600,teste asfddasasdfadsfadsfasdfas biological network,teste,0,,,0,False,False,False,False,False,False
